title,chapter,text,book_num
Sorcerer's Stone,1,the boy who lived mr and mrs dursley of number four privet drive were proud to say that they were perfectly normal thank you very much they were the last people you'd expect to be involved in anything strange or mysterious because they just didn't hold with such nonsense mr dursley was the director of a firm called grunnings which made drills he was a big beefy man with hardly any neck although he did have a very large mustache mrs dursley was thin and blonde and had nearly twice the usual amount of neck which came in very useful as she spent so much of her time craning over garden fences spying on the neighbors the dursleys had a small son called dudley and in their opinion there was no finer boy anywhere the dursleys had everything they wanted but they also had a secret and their greatest fear was that somebody would discover it they didn't think they could bear it if anyone found out about the potters mrs potter was mrs dursley's sister but they hadn't met for several years in fact mrs dursley pretended she didn't have a sister because her sister and her good for nothing husband were as undursleyish as it was possible to be the dursleys shuddered to think what the neighbors would say if the potters arrived in the street the dursleys knew that the potters had a small son too but they had never even seen him this boy was another good reason for keeping the potters away they didn't want dudley mixing with a child like that when mr and mrs dursley woke up on the dull gray tuesday our story starts there was nothing about the cloudy sky outside to suggest that strange and mysterious things would soon be happening all over the country mr dursley hummed as he picked out his most boring tie for work and mrs dursley gossiped away happily as she wrestled a screaming dudley into his high chair none of them noticed a large tawny owl flutter past the window at half past eight mr dursley picked up his briefcase pecked mrs dursley on the cheek and tried to kiss dudley good bye but missed because dudley was now having a tantrum and throwing his cereal at the walls little tyke chortled mr dursley as he left the house he got into his car and backed out of number four's drive it was on the corner of the street that he noticed the first sign of something peculiar a cat reading a map for a second mr dursley didn't realize what he had seen then he jerked his head around to look again there was a tabby cat standing on the corner of privet drive but there wasn't a map in sight what could he have been thinking of it must have been a trick of the light mr dursley blinked and stared at the cat it stared back as mr dursley drove around the corner and up the road he watched the cat in his mirror it was now reading the sign that said privet drive no looking at the sign cats couldn't read maps or signs mr dursley gave himself a little shake and put the cat out of his mind as he drove toward town he thought of nothing except a large order of drills he was hoping to get that day but on the edge of town drills were driven out of his mind by something else as he sat in the usual morning traffic jam he couldn't help noticing that there seemed to be a lot of strangely dressed people about people in cloaks mr dursley couldn't bear people who dressed in funny clothes the getups you saw on young people he supposed this was some stupid new fashion he drummed his fingers on the steering wheel and his eyes fell on a huddle of these weirdos standing quite close by they were whispering excitedly together mr dursley was enraged to see that a couple of them weren't young at all why that man had to be older than he was and wearing an emerald green cloak the nerve of him but then it struck mr dursley that this was probably some silly stunt these people were obviously collecting for something yes that would be it the traffic moved on and a few minutes later mr dursley arrived in the grunnings parking lot his mind back on drills mr dursley always sat with his back to the window in his office on the ninth floor if he hadn't he might have found it harder to concentrate on drills that morning he didn't see the owls swoop ing past in broad daylight though people down in the street did they pointed and gazed open mouthed as owl after owl sped overhead most of them had never seen an owl even at nighttime mr dursley however had a perfectly normal owl free morning he yelled at five different people he made several important telephone calls and shouted a bit more he was in a very good mood until lunchtime when he thought he'd stretch his legs and walk across the road to buy himself a bun from the bakery he'd forgotten all about the people in cloaks until he passed a group of them next to the baker's he eyed them angrily as he passed he didn't know why but they made him uneasy this bunch were whispering excitedly too and he couldn't see a single collecting tin it was on his way back past them clutching a large doughnut in a bag that he caught a few words of what they were saying the potters that's right that's what i heard yes their son harry mr dursley stopped dead fear flooded him he looked back at the whisperers as if he wanted to say something to them but thought better of it he dashed back across the road hurried up to his office snapped at his secretary not to disturb him seized his telephone and had almost finished dialing his home number when he changed his mind he put the receiver back down and stroked his mustache thinking no he was being stupid potter wasn't such an unusual name he was sure there were lots of people called potter who had a son called harry come to think of it he wasn't even sure his nephew was called harry he'd never even seen the boy it might have been harvey or harold there was no point in worrying mrs dursley she always got so upset at any mention of her sister he didn't blame her if he'd had a sister like that but all the same those people in cloaks he found it a lot harder to concentrate on drills that afternoon and when he left the building at five o'clock he was still so worried that he walked straight into someone just outside the door sorry he grunted as the tiny old man stumbled and almost fell it was a few seconds before mr dursley realized that the man was wearing a violet cloak he didn't seem at all upset at being almost knocked to the ground on the contrary his face split into a wide smile and he said in a squeaky voice that made passersby stare don't be sorry my dear sir for nothing could upset me today rejoice for you know who has gone at last even muggles like yourself should be celebrating this happy happy day and the old man hugged mr dursley around the middle and walked off mr dursley stood rooted to the spot he had been hugged by a complete stranger he also thought he had been called a muggle whatever that was he was rattled he hurried to his car and set off for home hoping he was imagining things which he had never hoped before because he didn't approve of imagination as he pulled into the driveway of number four the first thing he saw and it didn't improve his mood was the tabby cat he'd spotted that morning it was now sitting on his garden wall he was sure it was the same one it had the same markings around its eyes shoo said mr dursley loudly the cat didn't move it just gave him a stern look was this normal cat behavior mr dursley wondered trying to pull himself together he let himself into the house he was still determined not to mention anything to his wife mrs dursley had had a nice normal day she told him over dinner all about mrs next door's problems with her daughter and how dudley had learned a new word won't mr dursley tried to act normally when dudley had been put to bed he went into the living room in time to catch the last report on the evening news and finally bird watchers everywhere have reported that the nation's owls have been behaving very unusually today although owls normally hunt at night and are hardly ever seen in daylight there have been hundreds of sightings of these birds flying in every direction since sunrise experts are unable to explain why the owls have suddenly changed their sleeping pattern the newscaster allowed himself a grin most mysterious and now over to jim mcguffin with the weather going to be any more showers of owls tonight jim well ted said the weatherman i don't know about that but it's not only the owls that have been acting oddly today viewers as far apart as kent yorkshire and dundee have been phoning in to tell me that instead of the rain i promised yesterday they've had a downpour of shooting stars perhaps people have been celebrating bonfire night early it's not until next week folks but i can promise a wet night tonight mr dursley sat frozen in his armchair shooting stars all over britain owls flying by daylight mysterious people in cloaks all over the place and a whisper a whisper about the potters mrs dursley came into the living room carrying two cups of tea it was no good he'd have to say something to her he cleared his throat nervously er petunia dear you haven't heard from your sister lately have you as he had expected mrs dursley looked shocked and angry after all they normally pretended she didn't have a sister no she said sharply why funny stuff on the news mr dursley mumbled owls shooting stars and there were a lot of funny looking people in town today so snapped mrs dursley well i just thought maybe it was something to do with you know her crowd mrs dursley sipped her tea through pursed lips mr dursley wondered whether he dared tell her he'd heard the name potter he decided he didn't dare instead he said as casually as he could their son he'd be about dudley's age now wouldn't he i suppose so said mrs dursley stiffly what's his name again howard isn't it harry nasty common name if you ask me oh yes said mr dursley his heart sinking horribly yes i quite agree he didn't say another word on the subject as they went upstairs to bed while mrs dursley was in the bathroom mr dursley crept to the bedroom window and peered down into the front garden the cat was still there it was staring down privet drive as though it were waiting for something was he imagining things could all this have anything to do with the potters if it did if it got out that they were related to a pair of well he didn't think he could bear it the dursleys got into bed mrs dursley fell asleep quickly but mr dursley lay awake turning it all over in his mind his last comforting thought before he fell asleep was that even if the potters were involved there was no reason for them to come near him and mrs dursley the potters knew very well what he and petunia thought about them and their kind he couldn't see how he and petunia could get mixed up in anything that might be going on he yawned and turned over it couldn't affect them how very wrong he was mr dursley might have been drifting into an uneasy sleep but the cat on the wall outside was showing no sign of sleepiness it was sitting as still as a statue its eyes fixed unblinkingly on the far corner of privet drive it didn't so much as quiver when a car door slammed on the next street nor when two owls swooped overhead in fact it was nearly midnight before the cat moved at all a man appeared on the corner the cat had been watching appeared so suddenly and silently you'd have thought he'd just popped out of the ground the cat's tail twitched and its eyes narrowed nothing like this man had ever been seen on privet drive he was tall thin and very old judging by the silver of his hair and beard which were both long enough to tuck into his belt he was wearing long robes a purple cloak that swept the ground and high heeled buckled boots his blue eyes were light bright and sparkling behind half moon spectacles and his nose was very long and crooked as though it had been broken at least twice this man's name was albus dumbledore albus dumbledore didn't seem to realize that he had just arrived in a street where everything from his name to his boots was unwelcome he was busy rummaging in his cloak looking for something but he did seem to realize he was being watched because he looked up suddenly at the cat which was still staring at him from the other end of the street for some reason the sight of the cat seemed to amuse him he chuckled and muttered i should have known he found what he was looking for in his inside pocket it seemed to be a silver cigarette lighter he flicked it open held it up in the air and clicked it the nearest street lamp went out with a little pop he clicked it again the next lamp flickered into darkness twelve times he clicked the put outer until the only lights left on the whole street were two tiny pinpricks in the distance which were the eyes of the cat watching him if anyone looked out of their window now even beady eyed mrs dursley they wouldn't be able to see anything that was happening down on the pavement dumbledore slipped the put outer back inside his cloak and set off down the street toward number four where he sat down on the wall next to the cat he didn't look at it but after a moment he spoke to it fancy seeing you here professor mcgonagall he turned to smile at the tabby but it had gone instead he was smiling at a rather severe looking woman who was wearing square glasses exactly the shape of the markings the cat had had around its eyes she too was wearing a cloak an emerald one her black hair was drawn into a tight bun she looked distinctly ruffled how did you know it was me she asked my dear professor i ve never seen a cat sit so stiffly you'd be stiff if you'd been sitting on a brick wall all day said professor mcgonagall all day when you could have been celebrating i must have passed a dozen feasts and parties on my way here professor mcgonagall sniffed angrily oh yes everyone's celebrating all right she said impatiently you'd think they'd be a bit more careful but no even the muggles have noticed something's going on it was on their news she jerked her head back at the dursleys dark living room window i heard it flocks of owls shooting stars well they're not completely stupid they were bound to notice something shooting stars down in kent i'll bet that was dedalus diggle he never had much sense you can't blame them said dumbledore gently we've had precious little to celebrate for eleven years i know that said professor mcgonagall irritably but that's no reason to lose our heads people are being downright careless out on the streets in broad daylight not even dressed in muggle clothes swapping rumors she threw a sharp sideways glance at dumbledore here as though hoping he was going to tell her something but he didn't so she went on a fine thing it would be if on the very day youknow who seems to have disappeared at last the muggles found out about us all i suppose he really has gone dumbledore it certainly seems so said dumbledore we have much to be thankful for would you care for a lemon drop a what a lemon drop they're a kind of muggle sweet i'm rather fond of no thank you said professor mcgonagall coldly as though she didn't think this was the moment for lemon drops as i say even if you know who has gone my dear professor surely a sensible person like yourself can call him by his name all this you know who nonsense for eleven years i have been trying to persuade people to call him by his proper name voldemort professor mcgonagall flinched but dumbledore who was unsticking two lemon drops seemed not to notice it all gets so confusing if we keep saying you know who i have never seen any reason to be frightened of saying voldemort's name i know you haven t said professor mcgonagall sounding half exasperated half admiring but you're different everyone knows you're the only one you know oh all right voldemort was frightened of you flatter me said dumbledore calmly voldemort had powers i will never have only because you're too well noble to use them it's lucky it's dark i haven't blushed so much since madam pomfrey told me she liked my new earmuffs professor mcgonagall shot a sharp look at dumbledore and said the owls are nothing next to the rumors that are flying around you know what everyone's saying about why he's disappeared about what finally stopped him it seemed that professor mcgonagall had reached the point she was most anxious to discuss the real reason she had been waiting on a cold hard wall all day for neither as a cat nor as a woman had she fixed dumbledore with such a piercing stare as she did now it was plain that whatever everyone was saying she was not going to believe it until dumbledore told her it was true dumbledore however was choosing another lemon drop and did not answer what they're saying she pressed on is that last night voldemort turned up in godric's hollow he went to find the potters the rumor is that lily and james potter are are that they're dead dumbledore bowed his head professor mcgonagall gasped lily and james i can't believe it i didn't want to believe it oh albus dumbledore reached out and patted her on the shoulder i know i know he said heavily professor mcgonagall's voice trembled as she went on that's not all they're saying he tried to kill the potter's son harry but he couldn't he couldn't kill that little boy no one knows why or how but they're saying that when he couldn't kill harry potter voldemort's power somehow broke and that's why he's gone dumbledore nodded glumly it's it's true faltered professor mcgonagall after all he's done all the people he's killed he couldn't kill a little boy it's just astounding of all the things to stop him but how in the name of heaven did harry survive we can only guess said dumbledore we may never know professor mcgonagall pulled out a lace handkerchief and dabbed at her eyes beneath her spectacles dumbledore gave a great sniff as he took a golden watch from his pocket and examined it it was a very odd watch it had twelve hands but no numbers instead little planets were moving around the edge it must have made sense to dumbledore though because he put it back in his pocket and said hagrid's late i suppose it was he who told you i'd be here by the way yes said professor mcgonagall and i don't suppose you're going to tell me why you're here of all places i've come to bring harry to his aunt and uncle they're the only family he has left now you don't mean you can't mean the people who live here cried professor mcgonagall jumping to her feet and pointing at number four dumbledore you can't i've been watching them all day you couldn't find two people who are less like us and they've got this son i saw him kicking his mother all the way up the street screaming for sweets harry potter come and live here it's the best place for him said dumbledore firmly his aunt and uncle will be able to explain everything to him when he's older i've written them a letter a letter repeated professor mcgonagall faintly sitting back down on the wall really dumbledore you think you can explain all this in a letter these people will never understand him he'll be famous a legend i wouldn't be surprised if today was known as harry potter day in the future there will be books written about harry every child in our world will know his name exactly said dumbledore looking very seriously over the top of his half moon glasses it would be enough to turn any boy's head famous before he can walk and talk famous for something he won't even remember cara you see how much better off he'll be growing up away from all that until he's ready to take it professor mcgonagall opened her mouth changed her mind swallowed and then said yes yes you're right of course but how is the boy getting here dumbledore she eyed his cloak suddenly as though she thought he might be hiding harry underneath it hagrid's bringing him you think it wise to trust hagrid with something as important as this i would trust hagrid with my life said dumbledore i'm not saying his heart isn't in the right place said professor mcgonagall grudgingly but you can't pretend he's not careless he does tend to what was that a low rumbling sound had broken the silence around them it grew steadily louder as they looked up and down the street for some sign of a headlight it swelled to a roar as they both looked up at the sky and a huge motorcycle fell out of the air and landed on the road in front of them if the motorcycle was huge it was nothing to the man sitting astride it he was almost twice as tall as a normal man and at least five times as wide he looked simply too big to be allowed and so wild long tangles of bushy black hair and beard hid most of his face he had hands the size of trash can lids and his feet in their leather boots were like baby dolphins in his vast muscular arms he was holding a bundle of blankets hagrid said dumbledore sounding relieved at last and where did you get that motorcycle borrowed it professor dumbledore sit said the giant climbing carefully off the motorcycle as he spoke young sirius black lent it to me i've got him sir no problems were there no sir house was almost destroyed but i got him out all right before the muggles started swarmin around he fell asleep as we was flyin over bristol dumbledore and professor mcgonagall bent forward over the bundle of blankets inside just visible was a baby boy fast asleep under a tuft of jet black hair over his forehead they could see a curiously shaped cut like a bolt of lightning is that where whispered professor mcgonagall yes said dumbledore he'll have that scar forever couldn't you do something about it dumbledore even if i could i wouldn't scars can come in handy i have one myself above my left knee that is a perfect map of the london underground well give him here hagrid we'd better get this over with dumbledore took harry in his arms and turned toward the dursleys house could i could i say good bye to him sir asked hagrid he bent his great shaggy head over harry and gave him what must have been a very scratchy whiskery kiss then suddenly hagrid let out a howl like a wounded dog shhh hissed professor mcgonagall you'll wake the muggles s s sorry sobbed hagrid taking out a large spotted handkerchief and burying his face in it but i can't stand it lily an james dead an poor little harry off ter live with muggles yes yes it's all very sad but get a grip on yourself hagrid or we'll be found professor mcgonagall whispered patting hagrid gingerly on the arm as dumbledore stepped over the low garden wall and walked to the front door he laid harry gently on the doorstep took a letter out of his cloak tucked it inside harry's blankets and then came back to the other two for a full minute the three of them stood and looked at the little bundle hagrid's shoulders shook professor mcgonagall blinked furiously and the twinkling light that usually shone from dumbledore's eyes seemed to have gone out well said dumbledore finally that's that we've no business staying here we may as well go and join the celebrations yeah said hagrid in a very muffled voice i'll be takin sirius his bike back g'night professor mcgonagall professor dumbledore sir wiping his streaming eyes on his jacket sleeve hagrid swung himself onto the motorcycle and kicked the engine into life with a roar it rose into the air and off into the night i shall see you soon i expect professor mcgonagall said dumbledore nodding to her professor mcgonagall blew her nose in reply dumbledore turned and walked back down the street on the corner he stopped and took out the silver put outer he clicked it once and twelve balls of light sped back to their street lamps so that privet drive glowed suddenly orange and he could make out a tabby cat slinking around the corner at the other end of the street he could just see the bundle of blankets on the step of number four good luck harry he murmured he turned on his heel and with a swish of his cloak he was gone a breeze ruffled the neat hedges of privet drive which lay silent and tidy under the inky sky the very last place you would expect astonishing things to happen harry potter rolled over inside his blankets without waking up one small hand closed on the letter beside him and he slept on not knowing he was special not knowing he was famous not knowing he would be woken in a few hours time by mrs dursley's scream as she opened the front door to put out the milk bottles nor that he would spend the next few weeks being prodded and pinched by his cousin dudley he couldn't know that at this very moment people meeting in secret all over the country were holding up their glasses and saying in hushed voices to harry potter the boy who lived,1
Sorcerer's Stone,2,the vanishing glass nearly ten years had passed since the dursleys had woken up to find their nephew on the front step but privet drive had hardly changed at all the sun rose on the same tidy front gardens and lit up the brass number four on the dursleys front door it crept into their living room which was almost exactly the same as it had been on the night when mr dursley had seen that fateful news report about the owls only the photographs on the mantelpiece really showed how much time had passed ten years ago there had been lots of pictures of what looked like a large pink beach ball wearing different colored bonnets but dudley dursley was no longer a baby and now the photographs showed a large blond boy riding his first bicycle on a carousel at the fair playing a computer game with his father being hugged and kissed by his mother the room held no sign at all that another boy lived in the house too yet harry potter was still there asleep at the moment but not for long his aunt petunia was awake and it was her shrill voice that made the first noise of the day up get up now harry woke with a start his aunt rapped on the door again up she screeched harry heard her walking toward the kitchen and then the sound of the frying pan being put on the stove he rolled onto his back and tried to remember the dream he had been having it had been a good one there had been a flying motorcycle in it he had a funny feeling he'd had the same dream before his aunt was back outside the door are you up yet she demanded nearly said harry well get a move on i want you to look after the bacon and don't you dare let it burn i want everything perfect on duddy's birthday harry groaned what did you say his aunt snapped through the door nothing nothing dudley's birthday how could he have forgotten harry got slowly out of bed and started looking for socks he found a pair under his bed and after pulling a spider off one of them put them on harry was used to spiders because the cupboard under the stairs was full of them and that was where he slept when he was dressed he went down the hall into the kitchen the table was almost hidden beneath all dudley's birthday presents it looked as though dudley had gotten the new computer he wanted not to mention the second television and the racing bike exactly why dudley wanted a racing bike was a mystery to harry as dudley was very fat and hated exercise unless of course it involved punching somebody dudley's favorite punching bag was harry but he couldn't often catch him harry didn't look it but he was very fast perhaps it had something to do with living in a dark cupboard but harry had always been small and skinny for his age he looked even smaller and skinnier than he really was because all he had to wear were old clothes of dudley's and dudley was about four times bigger than he was harry had a thin face knobbly knees black hair and bright green eyes he wore round glasses held together with a lot of scotch tape because of all the times dudley had punched him on the nose the only thing harry liked about his own appearance was a very thin scar on his forehead that was shaped like a bolt of lightning he had had it as long as he could remember and the first question he could ever remember asking his aunt petunia was how he had gotten it in the car crash when your parents died she had said and don't ask questions don't ask questions that was the first rule for a quiet life with the dursleys uncle vernon entered the kitchen as harry was turning over the bacon comb your hair he barked by way of a morning greeting about once a week uncle vernon looked over the top of his newspaper and shouted that harry needed a haircut harry must have had more haircuts than the rest of the boys in his class put together but it made no difference his hair simply grew that way all over the place harry was frying eggs by the time dudley arrived in the kitchen with his mother dudley looked a lot like uncle vernon he had a large pink face not much neck small watery blue eyes and thick blond hair that lay smoothly on his thick fat head aunt petunia often said that dudley looked like a baby angel harry often said that dudley looked like a pig in a wig harry put the plates of egg and bacon on the table which was difficult as there wasn't much room dudley meanwhile was counting his presents his face fell thirty six he said looking up at his mother and father that's two less than last year darling you haven't counted auntie marge's present see it's here under this big one from mommy and daddy all right thirty seven then said dudley going red in the face harry who could see a huge dudley tantrum coming on began wolfing down his bacon as fast as possible in case dudley turned the table over aunt petunia obviously scented danger too because she said quickly and we'll buy you another two presents while we're out today how's that popkin two more presents is that all right dudley thought for a moment it looked like hard work finally he said slowly so i'll have thirty thirty thirty nine sweetums said aunt petunia oh dudley sat down heavily and grabbed the nearest parcel all right then uncle vernon chuckled little tyke wants his money's worth just like his father atta boy dudley he ruffled dudley's hair at that moment the telephone rang and aunt petunia went to answer it while harry and uncle vernon watched dudley unwrap the racing bike a video camera a remote control airplane sixteen new computer games and a vcr he was ripping the paper off a gold wristwatch when aunt petunia came back from the telephone looking both angry and worried bad news vernon she said mrs figg's broken her leg she can't take him she jerked her head in harry's direction dudley's mouth fell open in horror but harry's heart gave a leap every year on dudley's birthday his parents took him and a friend out for the day to adventure parks hamburger restaurants or the movies every year harry was left behind with mrs figg a mad old lady who lived two streets away harry hated it there the whole house smelled of cabbage and mrs figg made him look at photographs of all the cats she'd ever owned now what said aunt petunia looking furiously at harry as though he'd planned this harry knew he ought to feel sorry that mrs figg had broken her leg but it wasn't easy when he reminded himself it would be a whole year before he had to look at tibbles snowy mr paws and tufty again we could phone marge uncle vernon suggested don't be silly vernon she hates the boy the dursleys often spoke about harry like this as though he wasn't there or rather as though he was something very nasty that couldn't understand them like a slug what about what's her name your friend yvonne on vacation in majorca snapped aunt petunia you could just leave me here harry put in hopefully he'd be able to watch what he wanted on television for a change and maybe even have a go on dudley's computer aunt petunia looked as though she'd just swallowed a lemon and come back and find the house in ruins she snarled i won't blow up the house said harry but they weren't listening i suppose we could take him to the zoo said aunt petunia slowly and leave him in the car that car's new he's not sitting in it alone dudley began to cry loudly in fact he wasn't really crying it had been years since he'd really cried but he knew that if he screwed up his face and wailed his mother would give him anything he wanted dinky duddydums don't cry mummy won't let him spoil your special day she cried flinging her arms around him i don't want him t t to come dudley yelled between huge pretend sobs he always sp spoils everything he shot harry a nasty grin through the gap in his mother's arms just then the doorbell rang oh good lord they're here said aunt petunia frantically and a moment later dudley's best friend piers polkiss walked in with his mother piers was a scrawny boy with a face like a rat he was usually the one who held people's arms behind their backs while dudley hit them dudley stopped pretending to cry at once half an hour later harry who couldn't believe his luck was sitting in the back of the dursleys car with piers and dudley on the way to the zoo for the first time in his life his aunt and uncle hadn't been able to think of anything else to do with him but before they'd left uncle vernon had taken harry aside i'm warning you he had said putting his large purple face right up close to harry's i'm warning you now boy any funny business anything at all and you'll be in that cupboard from now until christmas i'm not going to do anything said harry honestly but uncle vernon didn't believe him no one ever did the problem was strange things often happened around harry and it was just no good telling the dursleys he didn't make them happen once aunt petunia tired of harry coming back from the barbers looking as though he hadn't been at all had taken a pair of kitchen scissors and cut his hair so short he was almost bald except for his bangs which she left to hide that horrible scar dudley had laughed himself silly at harry who spent a sleepless night imagining school the next day where he was already laughed at for his baggy clothes and taped glasses next morning however he had gotten up to find his hair exactly as it had been before aunt petunia had sheared it off he had been given a week in his cupboard for this even though he had tried to explain that he couldn't explain how it had grown back so quickly another time aunt petunia had been trying to force him into a revolting old sweater of dudley's brown with orange puff balls the harder she tried to pull it over his head the smaller it seemed to become until finally it might have fitted a hand puppet but certainly wouldn't fit harry aunt petunia had decided it must have shrunk in the wash and to his great relief harry wasn't punished on the other hand he'd gotten into terrible trouble for being found on the roof of the school kitchens dudley's gang had been chasing him as usual when as much to harry's surprise as anyone else's there he was sitting on the chimney the dursleys had received a very angry letter from harry's headmistress telling them harry had been climbing school buildings but all he'd tried to do as he shouted at uncle vernon through the locked door of his cupboard was jump behind the big trash cans outside the kitchen doors harry supposed that the wind must have caught him in mid jump but today nothing was going to go wrong it was even worth being with dudley and piers to be spending the day somewhere that wasn't school his cupboard or mrs figg's cabbage smelling living room while he drove uncle vernon complained to aunt petunia he liked to complain about things people at work harry the council harry the bank and harry were just a few of his favorite subjects this morning it was motorcycles roaring along like maniacs the young hoodlums he said as a motorcycle overtook them i had a dream about a motorcycle said harry remembering suddenly it was flying uncle vernon nearly crashed into the car in front he turned right around in his seat and yelled at harry his face like a gigantic beet with a mustache motorcycles don't fly dudley and piers sniggered i know they don't said harry it was only a dream but he wished he hadn't said anything if there was one thing the dursleys hated even more than his asking questions it was his talking about anything acting in a way it shouldn't no matter if it was in a dream or even a cartoon they seemed to think he might get dangerous ideas it was a very sunny saturday and the zoo was crowded with families the dursleys bought dudley and piers large chocolate ice creams at the entrance and then because the smiling lady in the van had asked harry what he wanted before they could hurry him away they bought him a cheap lemon ice pop it wasn't bad either harry thought licking it as they watched a gorilla scratching its head who looked remarkably like dudley except that it wasn't blond harry had the best morning he'd had in a long time he was careful to walk a little way apart from the dursleys so that dudley and piers who were starting to get bored with the animals by lunchtime wouldn't fall back on their favorite hobby of hitting him they ate in the zoo restaurant and when dudley had a tantrum because his knickerbocker glory didn't have enough ice cream on top uncle vernon bought him another one and harry was allowed to finish the first harry felt afterward that he should have known it was all too good to last after lunch they went to the reptile house it was cool and dark in there with lit windows all along the walls behind the glass all sorts of lizards and snakes were crawling and slithering over bits of wood and stone dudley and piers wanted to see huge poisonous cobras and thick man crushing pythons dudley quickly found the largest snake in the place it could have wrapped its body twice around uncle vernon's car and crushed it into a trash can but at the moment it didn't look in the mood in fact it was fast asleep dudley stood with his nose pressed against the glass staring at the glistening brown coils make it move he whined at his father uncle vernon tapped on the glass but the snake didn't budge do it again dudley ordered uncle vernon rapped the glass smartly with his knuckles but the snake just snoozed on this is boring dudley moaned he shuffled away harry moved in front of the tank and looked intently at the snake he wouldn't have been surprised if it had died of boredom itself no company except stupid people drumming their fingers on the glass trying to disturb it all day long it was worse than having a cupboard as a bedroom where the only visitor was aunt petunia hammering on the door to wake you up at least he got to visit the rest of the house the snake suddenly opened its beady eyes slowly very slowly it raised its head until its eyes were on a level with harry's it winked harry stared then he looked quickly around to see if anyone was watching they weren't he looked back at the snake and winked too the snake jerked its head toward uncle vernon and dudley then raised its eyes to the ceiling it gave harry a look that said quite plainly i get that all the time i know harry murmured through the glass though he wasn't sure the snake could hear him it must be really annoying the snake nodded vigorously where do you come from anyway harry asked the snake jabbed its tail at a little sign next to the glass harry peered at it boa constrictor brazil was it nice there the boa constrictor jabbed its tail at the sign again and harry read on this specimen was bred in the zoo oh i see so you've never been to brazil as the snake shook its head a deafening shout behind harry made both of them jump dudley mr dursley come and look at this snake you won't believe what it's doing dudley came waddling toward them as fast as he could out of the way you he said punching harry in the ribs caught by surprise harry fell hard on the concrete floor what came next happened so fast no one saw how it happened one second piers and dudley were leaning right up close to the glass the next they had leapt back with howls of horror harry sat up and gasped the glass front of the boa constrictor's tank had vanished the great snake was uncoiling itself rapidly slithering out onto the floor people throughout the reptile house screamed and started running for the exits as the snake slid swiftly past him harry could have sworn a low hissing voice said brazil here i come thanksss amigo the keeper of the reptile house was in shock but the glass he kept saying where did the glass go the zoo director himself made aunt petunia a cup of strong sweet tea while he apologized over and over again piers and dudley could only gibber as far as harry had seen the snake hadn't done anything except snap playfully at their heels as it passed but by the time they were all back in uncle vernon's car dudley was telling them how it had nearly bitten off his leg while piers was swearing it had tried to squeeze him to death but worst of all for harry at least was piers calming down enough to say harry was talking to it weren't you harry uncle vernon waited until piers was safely out of the house before starting on harry he was so angry he could hardly speak he managed to say go cupboard stay no meals before he collapsed into a chair and aunt petunia had to run and get him a large brandy harry lay in his dark cupboard much later wishing he had a watch he didn't know what time it was and he couldn't be sure the dursleys were asleep yet until they were he couldn't risk sneaking to the kitchen for some food he'd lived with the dursleys almost ten years ten miserable years as long as he could remember ever since he'd been a baby and his parents had died in that car crash he couldn't remember being in the car when his parents had died sometimes when he strained his memory during long hours in his cupboard he came up with a strange vision a blinding flash of green light and a burn ing pain on his forehead this he supposed was the crash though he couldn't imagine where all the green light came from he couldn't remember his parents at all his aunt and uncle never spoke about them and of course he was forbidden to ask questions there were no photographs of them in the house when he had been younger harry had dreamed and dreamed of some unknown relation coming to take him away but it had never happened the dursleys were his only family yet sometimes he thought or maybe hoped that strangers in the street seemed to know him very strange strangers they were too a tiny man in a violet top hat had bowed to him once while out shopping with aunt petunia and dudley after asking harry furiously if he knew the man aunt petunia had rushed them out of the shop without buying anything a wild looking old woman dressed all in green had waved merrily at him once on a bus a bald man in a very long purple coat had actually shaken his hand in the street the other day and then walked away without a word the weirdest thing about all these people was the way they seemed to vanish the second harry tried to get a closer look at school harry had no one everybody knew that dudley's gang hated that odd harry potter in his baggy old clothes and broken glasses and nobody liked to disagree with dudley's gang,1
